content,intent,Intent_number
"Okay, thnx, may I know whom I talking to right now?",bot_reply,153
" find a list within a list and then reverse all the strings within that list. Then, in the reversed list, reverse all the characters of the string in that list.",support_ticket_generate,21
What should be the next step?,support_ticket_generate,21
When we write &quot;listElement.reverse()&quot; where is it storing the reversed list?,support_ticket_generate,21
<URIObject type=Picture.1 uri=https://api.asm.skype.com/v1/objects/0-sa-d4-e2bc74fc256aed8b7284c45fec639bbd url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-e2bc74fc256aed8b7284c45fec639bbd/views/imgt1><Title></Title> <Description></Description> <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-e2bc74fc256aed8b7284c45fec639bbd>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-e2bc74fc256aed8b7284c45fec639bbd</a><OriginalName v=C:\Users\DELL\AppData\Local\Packages\Microsoft.SkypeApp_kzf8qxf38zg5c\LocalState\9a947e69-2414-4631-bf6f-d680edfc6e13.JPG /><meta type=photo originalName=C:\Users\DELL\AppData\Local\Packages\Microsoft.SkypeApp_kzf8qxf38zg5c\LocalState\9a947e69-2414-4631-bf6f-d680edfc6e13.JPG /></URIObject>,O,4
Actually did try it but didn't get the o/p.,support_ticket_generate,21
And thx for replying.,welocme_reply,211
Thnx,welocme_reply,211
<partlist type=missed alt= OId=4e2addb5-ac50-4cfc-b673-023478350438><part identity=live:.cid.b53c070dcf2c16a2><name>Saurabh S</name></part><part identity=live:.cid.4933a22bf564744><name>support_ineuron_ai</name></part></partlist>,O,4
hi,Greetings,0
Just adding you..... no specific need at the moment,ignore,131
"Hello,sir myself sanjay,iam a student of ml masters and dl, I have a problem of starting new python notebook in anaconda,sudhanshu sir told to contact this Skype I'd if problem persists ",anaconda_jnotebook_run,154
"I have installed anaconda python 3.7 version and when ever I tried to open python in Jupiter notebook, a pop up comes starting &quot;python has stopped working&quot; and because of which iam not able to write code and compile,please tell a solution to fix this problem ",anaconda_jnotebook_run,154
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-92ace1e7402fb3baae3f86a298e5cc50 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-92ace1e7402fb3baae3f86a298e5cc50/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-92ace1e7402fb3baae3f86a298e5cc50 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-92ace1e7402fb3baae3f86a298e5cc50>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-92ace1e7402fb3baae3f86a298e5cc50</a><OriginalName v=error_547967990.png></OriginalName><FileSize v=56089></FileSize><meta type=photo originalName=error_547967990.png></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-82ffd0e068a87b81b3590db5c748a609 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-82ffd0e068a87b81b3590db5c748a609/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-82ffd0e068a87b81b3590db5c748a609 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-82ffd0e068a87b81b3590db5c748a609>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-82ffd0e068a87b81b3590db5c748a609</a><OriginalName v=error_547967990.png></OriginalName><FileSize v=56089></FileSize><meta type=photo originalName=error_547967990.png></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-7ccf1f956bfbeee9e296a1121e935bdc url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-7ccf1f956bfbeee9e296a1121e935bdc/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-7ccf1f956bfbeee9e296a1121e935bdc width=2048 height=1536>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-7ccf1f956bfbeee9e296a1121e935bdc>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-7ccf1f956bfbeee9e296a1121e935bdc</a><OriginalName v=1587633417811.JPEG></OriginalName><FileSize v=105522></FileSize><meta type=photo originalName=1587633417811.JPEG></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-b288d994b8f9919e182dc4ac9b7dd64f url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-b288d994b8f9919e182dc4ac9b7dd64f/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-b288d994b8f9919e182dc4ac9b7dd64f width=2048 height=1536>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-b288d994b8f9919e182dc4ac9b7dd64f>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-b288d994b8f9919e182dc4ac9b7dd64f</a><OriginalName v=1587635268026.JPEG></OriginalName><FileSize v=107905></FileSize><meta type=photo originalName=1587635268026.JPEG></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-a18672c43e2dc17fbdcc2875f376deb0 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-a18672c43e2dc17fbdcc2875f376deb0/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-a18672c43e2dc17fbdcc2875f376deb0 width=2048 height=1536>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-a18672c43e2dc17fbdcc2875f376deb0>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-a18672c43e2dc17fbdcc2875f376deb0</a><OriginalName v=1587635670445.JPEG></OriginalName><FileSize v=169685></FileSize><meta type=photo originalName=1587635670445.JPEG></meta></URIObject>",O,4
There is an error sir,enter_query,204
K sir,more_query,210
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-feafaf81270bca54141fea1704d733a4 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-feafaf81270bca54141fea1704d733a4/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-feafaf81270bca54141fea1704d733a4 width=2048 height=1536>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-feafaf81270bca54141fea1704d733a4>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-feafaf81270bca54141fea1704d733a4</a><OriginalName v=1587636224518.JPEG></OriginalName><FileSize v=169784></FileSize><meta type=photo originalName=1587636224518.JPEG></meta></URIObject>",O,4
After this what i have to do sir,support_ticket_generate,21
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-4fc1bb71335d4901da67815f22ab0994 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-4fc1bb71335d4901da67815f22ab0994/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-4fc1bb71335d4901da67815f22ab0994 width=2048 height=1536>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-4fc1bb71335d4901da67815f22ab0994>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-4fc1bb71335d4901da67815f22ab0994</a><OriginalName v=1587636615421.JPEG></OriginalName><FileSize v=180715></FileSize><meta type=photo originalName=1587636615421.JPEG></meta></URIObject>",O,4
Now what should  I do,support_ticket_generate,21
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-ada0185b797dcff758f188fbe1cde039 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-ada0185b797dcff758f188fbe1cde039/views/imgt1_anim type=Picture.1 doc_id=0-sa-d8-ada0185b797dcff758f188fbe1cde039 width=2048 height=1536>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-ada0185b797dcff758f188fbe1cde039>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-ada0185b797dcff758f188fbe1cde039</a><OriginalName v=1587637022759.JPEG></OriginalName><FileSize v=135516></FileSize><meta type=photo originalName=1587637022759.JPEG></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-9e774c9fa3f0feb92420451e1989dc9c url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-9e774c9fa3f0feb92420451e1989dc9c/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-9e774c9fa3f0feb92420451e1989dc9c width=2048 height=1536>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-9e774c9fa3f0feb92420451e1989dc9c>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-9e774c9fa3f0feb92420451e1989dc9c</a><OriginalName v=1587637037032.JPEG></OriginalName><FileSize v=101527></FileSize><meta type=photo originalName=1587637037032.JPEG></meta></URIObject>",O,4
Again the same problem,support_ticket_generate,21
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-614c0b4ae2c3d5ca99f9e3248ed3f549 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-614c0b4ae2c3d5ca99f9e3248ed3f549/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-614c0b4ae2c3d5ca99f9e3248ed3f549 width=2048 height=1536>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-614c0b4ae2c3d5ca99f9e3248ed3f549>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-614c0b4ae2c3d5ca99f9e3248ed3f549</a><OriginalName v=1587637096701.JPEG></OriginalName><FileSize v=146733></FileSize><meta type=photo originalName=1587637096701.JPEG></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-db0f81e808370220fdfbeac259d814ce url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-db0f81e808370220fdfbeac259d814ce/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-db0f81e808370220fdfbeac259d814ce width=2048 height=1536>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-db0f81e808370220fdfbeac259d814ce>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-db0f81e808370220fdfbeac259d814ce</a><OriginalName v=1587637228524.JPEG></OriginalName><FileSize v=109290></FileSize><meta type=photo originalName=1587637228524.JPEG></meta></URIObject>",O,4
Oh so what can be done now,support_ticket_generate,21
K sir will get back to you,okay_reply,212
hi,Greetings,0
Is this the official account of ineuron support?,yes_reply,134
I'm enrolled in 18th april Deep Learning batch,enter_query,204
I have an issue with my system,system_issue,155
I use macOS,enter_query,204
due to last update on macOS the anaconda is no more supported,anaconda_macos,156
ok,more_query,210
I have tried this already and this lead to system clash thats why I deleted that,support_ticket_generate,21
Thanks for the support,welocme_reply,211
Hi there,Greetings,0
can I get the email address of sudhanshu sir?,enter_query,204
he told me in the class his email add but couldnt collect it,enter_query,204
I was not able to change the settings for anaconda on my mac,anaconda_macos,156
so he told me he will help to do that,enter_query,204
Thanks,welocme_reply,211
Hi Team,Greetings,0
how to handle large data which can not be fit into memory ... for data science project ...structured data,large_data_handle_query,157
ok got it thanks....how to handle large data which can not be fit into memory in production envirnment,large_data_handle_prod_query,158
thanks,welocme_reply,211
thanks,welocme_reply,211
hi,Greetings,0
Hi Team,Greetings,0
"I have got a message from Sudhanshu that all the assignments are graded. But when i see my dashboard, my assignmnets aren't graded. Can you please me ? I am from ML Batch",assignment_evaluation,16
Ok Thanks a lot for the response <ss type=smile>:)</ss>,welocme_reply,211
"Hi ,Need help in solving the assignment question and Tried something like this. But not able to crack",support_ticket_generate,21
Hey you there?,Greetings,0
Hi,Greetings,0
I am student of 22nd February batch,enter_query,204
My name is Amrita Mandloi,enter_query,204
Ok,more_query,210
There is new requirement in my project,enter_query_indetails,159
"Where we take word file as input, Word file can have text related to some article",word_file_input_query,160
My use case is to identify which document contains letter. How can I solve this problem?,usecase_document_contains_letter,161
"Which approach should I choose, People in my team are suggesting to do document level encoding. But how to do document level encoding, I am not sure",support_ticket_generate,21
"Hi Team, I need your help",Greetings,0
Are you there?,enter_query,204
I need your help,enter_query,204
I can't able to connect chatbot with in telegram,chatbot_telegram_connection_issue,162
"there is raise a some issues kindly, do the needful",support_ticket_generate,21
this error raise on below you attach following rasa_nlu tutorials,rasa_nlu_details,163
okay okay fine sir.,welocme_reply,211
thank for you response!,more_query,210
"Hi Team, Quickly classify with you! How to create a Cuda driver to install in our system. Give me a your suggestion. In installization i go for used additional partition. like eg ;- E:, D:",cuda_driver_install,164
There is a known issues?,support_ticket_generate,21
"Just I asked sir, In my C: partition overload that only i asked",cuda_driver_install,164
yaa sure...,okay_reply,212
"okay sir, thanks for your response",more_query,210
I will try it...,okay_reply,212
hi,Greetings,0
Hi Team,Greetings,0
Hi Team. Can you let me know by default what a str() will output.,str_method_output,165
Hi. Is there a way I can to discuss. Probably O via skype,support_ticket_generate,21
hi,Greetings,0
Hi Team,Greetings,0
Hi,Greetings,0
i tried to deploy linear regression model on aws but getting error,aws_deployment_error,166
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-weu-d8-92f66533dbae8e9e0d9436c36b35b831 url_thumbnail=https://api.asm.skype.com/v1/objects/0-weu-d8-92f66533dbae8e9e0d9436c36b35b831/views/imgt1_anim type=Picture.1 doc_id=0-weu-d8-92f66533dbae8e9e0d9436c36b35b831 width=980 height=449>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-weu-d8-92f66533dbae8e9e0d9436c36b35b831>https://login.skype.com/login/sso?go=xmmfallback?pic=0-weu-d8-92f66533dbae8e9e0d9436c36b35b831</a><OriginalName v=image_2020_04_24T15_06_27_193Z.png></OriginalName><FileSize v=41022></FileSize><meta type=photo originalName=image_2020_04_24T15_06_27_193Z.png></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-weu-d15-fded26086cdfca6801b9715f4cdc1ad2 url_thumbnail=https://api.asm.skype.com/v1/objects/0-weu-d15-fded26086cdfca6801b9715f4cdc1ad2/views/imgt1_anim type=Picture.1 doc_id=0-weu-d15-fded26086cdfca6801b9715f4cdc1ad2 width=834 height=170>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-weu-d15-fded26086cdfca6801b9715f4cdc1ad2>https://login.skype.com/login/sso?go=xmmfallback?pic=0-weu-d15-fded26086cdfca6801b9715f4cdc1ad2</a><OriginalName v=image_2020_04_24T15_07_02_485Z.png></OriginalName><FileSize v=21546></FileSize><meta type=photo originalName=image_2020_04_24T15_07_02_485Z.png></meta></URIObject>",O,4
bad gateway,support_ticket_generate,21
hi,Greetings,0
Hi,Greetings,0
Will Ineuron team will provide feedback to all team member who has participated in challenges? in ChatBot challenge,ineuron_challenge_details,167
okay .. if possible to provide details who has done good so people can compare where are they lagging,support_ticket_generate,21
Hope you understand my concern,yes_reply,134
please elaborate more the following question 2. Implement List comprehensions to produce the following lists. Write List comprehensions to produce the following Lists,support_ticket_generate,21
thanks,welocme_reply,211
"one more question - suppose if i take one example - like multiplication and do the reduce function code, is that fine? ex. input is [1,2,3,4] and output is 24",support_ticket_generate,21
I am asking for Que 1- Write a Python Program to implement your own myreduce() function which works exactlylike Python's built-in function reduce(),support_ticket_generate,21
